RADICADO,FECHA,HORA,DÍA DE LA SEMANA,CLASE DE VEHICULO,TIPO DE SERVICIO,TIPO DE VICTIMA,SEXO,ESTADO DE BEODEZ,RESULTADO DE BEODEZ,GRAVEDAD,CLASE DE ACCIDENTE,CAUSA,DIRECCIÓN,BARRIO,AREA,Coordenadas
2173136,10/23/2017,7:50 a.m.,Lunes,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 48 Calle 25 B Sur,Las Vegas,Urbana,"(6.182713275, -75.58578089)"
2173136,10/23/2017,7:50 a.m.,Lunes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 48 Calle 25 B Sur,Las Vegas,Urbana,"(6.182713275, -75.58578089)"
2173161,10/23/2017,6:50 p.m.,Lunes,Motocicleta,Diplomatico,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,No respetar pelacion de interseccion o giros,Calle 40 D Sur Carrera 40 A,La Inmaculada,Urbana,"(6.165612827, -75.5883405)"
2173161,10/23/2017,6:50 p.m.,Lunes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,No respetar pelacion de interseccion o giros,Calle 40 D Sur Carrera 40 A,La Inmaculada,Urbana,"(6.165612827, -75.5883405)"
2173160,10/24/2017,7:30 p.m.,Martes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Arrancar sin precaucion,Carrera 50 Calle 39  Sur,Las Vegas,Urbana,
2173160,10/24/2017,7:30 p.m.,Martes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,Arrancar sin precaucion,Carrera 50 Calle 39  Sur,Las Vegas,Urbana,
2173153,10/24/2017,2:00 p.m.,Martes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Arrancar sin precaucion,Calle 24  Sur Carrera 38,Sin Registro,Urbana,"(6.177798131, -75.5727217)"
2173153,10/24/2017,2:00 p.m.,Martes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Arrancar sin precaucion,Calle 24  Sur Carrera 38,Sin Registro,Urbana,"(6.177798131, -75.5727217)"
2173150,10/24/2017,4:10 p.m.,Martes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Reverso imprudente,Carrera 49 Calle 29  Sur,Las Vegas,Urbana,
2173150,10/24/2017,4:10 p.m.,Martes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Reverso imprudente,Carrera 49 Calle 29  Sur,Las Vegas,Urbana,
2173154,10/24/2017,6:10 p.m.,Martes,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 29 A,Mesa,Urbana,"(6.166159821, -75.58061864)"
2173154,10/24/2017,6:10 p.m.,Martes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 29 A,Mesa,Urbana,"(6.166159821, -75.58061864)"
2173151,10/24/2017,6:30 a.m.,Martes,Microbus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 38  Sur Carrera 43 A,Zona Centro,Urbana,"(6.170537577, -75.58862514)"
2173151,10/24/2017,6:30 a.m.,Martes,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 38  Sur Carrera 43 A,Zona Centro,Urbana,"(6.170537577, -75.58862514)"
2173159,10/24/2017,6:15 p.m.,Martes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 48 Calle 37  Sur,Glorieta Exito,Urbana,"(6.172859211, -75.59276992)"
2173159,10/24/2017,6:15 p.m.,Martes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 48 Calle 37  Sur,Glorieta Exito,Urbana,"(6.172859211, -75.59276992)"
2173156,10/24/2017,5:20 p.m.,Martes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Herido,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Carrera 42 Calle 41 B,El Dorado,Urbana,"(6.165452222, -75.59156991)"
2173156,10/24/2017,5:20 p.m.,Martes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Carrera 42 Calle 41 B,El Dorado,Urbana,"(6.165452222, -75.59156991)"
2173147,10/24/2017,6:50 a.m.,Martes,Campero,Particular,Conductor,Femenino,NO,Sin Registro,Herido,Choque,Transitar uno al lado del otro,Tramo 373 Kilometro  12,Vereda Palmas,Rural,
2173147,10/24/2017,6:50 a.m.,Martes,Bicicleta,Sin Registro,Ciclista,Masculino,NO,Sin Registro,Herido,Choque,Impericia en el manejo,Tramo 373 Kilometro  12,Vereda Palmas,Rural,
2173141,10/24/2017,7:40 a.m.,Martes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Carrera 48 Calle 27 A,Las Vegas,Urbana,"(6.181312425, -75.58688511)"
2173141,10/24/2017,7:40 a.m.,Martes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Carrera 48 Calle 27 A,Las Vegas,Urbana,"(6.181312425, -75.58688511)"
2173141,10/24/2017,7:40 a.m.,Martes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Carrera 48 Calle 27 A,Las Vegas,Urbana,"(6.181312425, -75.58688511)"
2173155,10/24/2017,4:45 p.m.,Martes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 37  Sur,Las Vegas,Urbana,
2173155,10/24/2017,4:45 p.m.,Martes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 37  Sur,Las Vegas,Urbana,
2173177,10/27/2017,5:40 p.m.,Viernes,Campero,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 24 B Calle 40 A Sur,La Mina,Urbana,
2173168,10/24/2017,8:50 a.m.,Martes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Diagonal 31 Transversal 35,La Sebastiana,Urbana,"(6.170095297, -75.57961208)"
2173168,10/24/2017,8:50 a.m.,Martes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Diagonal 31 Transversal 35,La Sebastiana,Urbana,"(6.170095297, -75.57961208)"
2173145,10/24/2017,7:50 a.m.,Martes,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Carrera 48 Calle 39  Sur,Las Vegas,Urbana,"(6.17163722, -75.59364999)"
2173145,10/24/2017,7:50 a.m.,Martes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Carrera 48 Calle 39  Sur,Las Vegas,Urbana,"(6.17163722, -75.59364999)"
2173157,10/24/2017,11:50 a.m.,Martes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Calle 25 B Sur Carrera 45,Villa Grande,Urbana,"(6.182085855, -75.58502925)"
2173157,10/24/2017,11:50 a.m.,Martes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Calle 25 B Sur Carrera 45,Villa Grande,Urbana,"(6.182085855, -75.58502925)"
2173200,10/25/2017,6:17 a.m.,Miércoles,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Carrera 49 Calle 39  Sur,Las Vegas,Urbana,"(6.173609359, -75.59707057)"
2173200,10/25/2017,6:17 a.m.,Miércoles,Motocicleta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Carrera 49 Calle 39  Sur,Las Vegas,Urbana,"(6.173609359, -75.59707057)"
2173200,10/25/2017,6:17 a.m.,Miércoles,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Carrera 49 Calle 39  Sur,Las Vegas,Urbana,"(6.173609359, -75.59707057)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar en zona prohibida,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Girar bruscamente,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar en zona prohibida,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Girar bruscamente,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar en zona prohibida,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Girar bruscamente,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar en zona prohibida,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Girar bruscamente,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar en zona prohibida,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173163,10/25/2017,2:15 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Girar bruscamente,Carrera 38 Calle 38  Sur,Mesa,Urbana,"(6.167921341, -75.58467168)"
2173167,10/25/2017,12:20 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar por la derecha,Calle 39  Sur Carrera 46,Alcala,Urbana,"(6.170549172, -75.59241821)"
2173167,10/25/2017,12:20 p.m.,Miércoles,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Adelantar por la derecha,Calle 39  Sur Carrera 46,Alcala,Urbana,"(6.170549172, -75.59241821)"
2173172,10/25/2017,5:15 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Transitar en contravia,Calle 39 A Sur Carrera 29 A,Mesa,Urbana,"(6.163394225, -75.5812818)"
2173171,10/25/2017,7:20 a.m.,Miércoles,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 48 Calle 37  Sur,Glorieta Exito,Urbana,"(6.172859211, -75.59276992)"
2173171,10/25/2017,7:20 a.m.,Miércoles,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 48 Calle 37  Sur,Glorieta Exito,Urbana,"(6.172859211, -75.59276992)"
2173172,10/25/2017,5:15 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Femenino,NO,Sin Registro,Solo Daños,Choque,Transitar en contravia,Calle 39 A Sur Carrera 29 A,Mesa,Urbana,"(6.163394225, -75.5812818)"
2173164,10/25/2017,6:55 p.m.,Miércoles,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Calle 39  Sur Carrera 43,Zona Centro,Urbana,"(6.168678771, -75.58876156)"
2173164,10/25/2017,6:55 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Femenino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Calle 39  Sur Carrera 43,Zona Centro,Urbana,"(6.168678771, -75.58876156)"
2173178,10/26/2017,8:00 a.m.,Jueves,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 49 Calle 25 AA Sur,Las Vegas,Urbana,"(6.18641241, -75.58506296)"
2173178,10/26/2017,8:00 a.m.,Jueves,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 49 Calle 25 AA Sur,Las Vegas,Urbana,"(6.18641241, -75.58506296)"
2173199,10/26/2017,3:00 p.m.,Jueves,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Tramo 371 Kilometro  6,Vereda El Escobero,Rural,
2173170,10/26/2017,6:00 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,Desobedecer senales,Carrera 27 Calle 40  Sur,San Jose,Urbana,"(6.15828074, -75.58083657)"
2173170,10/26/2017,6:00 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Desobedecer senales,Carrera 27 Calle 40  Sur,San Jose,Urbana,"(6.15828074, -75.58083657)"
2173173,10/26/2017,12:10 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Volcamiento,Impericia en el manejo,Tramo 371 Kilometro  4,Vereda El Escobero,Rural,
2173169,10/26/2017,7:50 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 37  Sur Carrera 40,Zona Centro,Urbana,"(6.169435767, -75.58550725)"
2173169,10/26/2017,7:50 p.m.,Jueves,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 37  Sur Carrera 40,Zona Centro,Urbana,"(6.169435767, -75.58550725)"
2173195,10/26/2017,7:15 a.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 48 Calle 37  Sur,Las Vegas,Urbana,"(6.172859211, -75.59276992)"
2173195,10/26/2017,7:15 a.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 48 Calle 37  Sur,Las Vegas,Urbana,"(6.172859211, -75.59276992)"
2173176,10/26/2017,6:15 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Carrera 48 Calle 37  Sur,Las Vegas,Urbana,"(6.172859211, -75.59276992)"
2173176,10/26/2017,6:15 p.m.,Jueves,Motocicleta,Diplomatico,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Carrera 48 Calle 37  Sur,Las Vegas,Urbana,"(6.172859211, -75.59276992)"
2173196,10/26/2017,5:20 p.m.,Jueves,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 21  Sur,Avenida El Poblado,Urbana,"(6.183599544, -75.57940986)"
2173196,10/26/2017,5:20 p.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 21  Sur,Avenida El Poblado,Urbana,"(6.183599544, -75.57940986)"
2173186,10/26/2017,6:45 a.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Transversal 34 C Sur Diagonal 33,Obrero,Urbana,"(6.171367224, -75.58342078)"
2173186,10/26/2017,6:45 a.m.,Jueves,Motocicleta,Particular,Motociclista,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Transversal 34 C Sur Diagonal 33,Obrero,Urbana,"(6.171367224, -75.58342078)"
2173166,10/26/2017,9:15 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 25  Sur,Las Vegas,Urbana,"(6.186515998, -75.58512541)"
2173166,10/26/2017,9:15 p.m.,Jueves,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 25  Sur,Las Vegas,Urbana,"(6.186515998, -75.58512541)"
2173187,10/26/2017,6:50 a.m.,Jueves,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Adelantar por la derecha,Tramo 372 Kilometro  12,Vereda Palmas,Rural,
2173187,10/26/2017,6:50 a.m.,Jueves,Motocicleta,Particular,Motociclista,Femenino,NO,Sin Registro,Herido,Choque,Adelantar por la derecha,Tramo 372 Kilometro  12,Vereda Palmas,Rural,
2173165,10/26/2017,10:30 p.m.,Jueves,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 50,Las Vegas,Urbana,
2173165,10/26/2017,10:30 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 50,Las Vegas,Urbana,
2173223,10/27/2017,7:25 p.m.,Viernes,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 38  Sur Carrera 39,Zona Centro,Urbana,"(6.16839174, -75.5852478)"
2173223,10/27/2017,7:25 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 38  Sur Carrera 39,Zona Centro,Urbana,"(6.16839174, -75.5852478)"
2173220,10/27/2017,4:00 p.m.,Viernes,Camioneta,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 48 Calle 48 C Sur,Las Vegas,Urbana,"(6.163662083, -75.60174973)"
2173220,10/27/2017,4:00 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 48 Calle 48 C Sur,Las Vegas,Urbana,"(6.163662083, -75.60174973)"
2173238,10/27/2017,4:00 p.m.,Viernes,Camioneta,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Tramo 373 Kilometro  12,Vereda Palmas,Rural,
2173238,10/27/2017,4:00 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Tramo 373 Kilometro  12,Vereda Palmas,Rural,
2173238,10/27/2017,4:00 p.m.,Viernes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Tramo 373 Kilometro  12,Vereda Palmas,Rural,
2173238,10/27/2017,4:00 p.m.,Viernes,Camioneta,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Tramo 373 Kilometro  12,Vereda Palmas,Rural,
2173254,10/27/2017,10:00 a.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar por la derecha,Carrera 43 A Calle 33 B Sur,San Marcos,Urbana,"(6.173325428, -75.5866772)"
2173254,10/27/2017,10:00 a.m.,Viernes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar por la derecha,Carrera 43 A Calle 33 B Sur,San Marcos,Urbana,"(6.173325428, -75.5866772)"
2173192,10/27/2017,12:00 p.m.,Viernes,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Girar bruscamente,Calle 39  Sur Carrera 43 A,Zona Centro,Urbana,"(6.169120914, -75.58953036)"
2173192,10/27/2017,12:00 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Girar bruscamente,Calle 39  Sur Carrera 43 A,Zona Centro,Urbana,"(6.169120914, -75.58953036)"
2173198,10/27/2017,5:00 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 48 Calle 44  Sur,Las Vegas,Urbana,"(6.167284881, -75.59824543)"
2173198,10/27/2017,5:00 p.m.,Viernes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 48 Calle 44  Sur,Las Vegas,Urbana,"(6.167284881, -75.59824543)"
2173228,10/27/2017,6:05 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Atropello,Cruzar sin observar,Carrera 46 Calle 39 A Sur,Alcala,Urbana,"(6.170027448, -75.59296918)"
2173212,10/27/2017,4:10 p.m.,Viernes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Girar bruscamente,Carrera 43 A Calle 38  Sur,Zona Centro,Urbana,"(6.170421178, -75.58859877)"
2173212,10/27/2017,4:10 p.m.,Viernes,Campero,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Girar bruscamente,Carrera 43 A Calle 38  Sur,Zona Centro,Urbana,"(6.170421178, -75.58859877)"
2173205,10/27/2017,8:10 p.m.,Viernes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 38  Sur Carrera 43 A,Zona Centro,Urbana,"(6.170537577, -75.58862514)"
2173205,10/27/2017,8:10 p.m.,Viernes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 38  Sur Carrera 43 A,Zona Centro,Urbana,"(6.170537577, -75.58862514)"
2173206,10/27/2017,4:20 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Adelantar invadiendo carril de sentido contrario,Carrera 46 Calle 40 A Sur,Alcala,Urbana,"(6.168563384, -75.59405811)"
2173206,10/27/2017,4:20 p.m.,Viernes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,Adelantar invadiendo carril de sentido contrario,Carrera 46 Calle 40 A Sur,Alcala,Urbana,"(6.168563384, -75.59405811)"
2173206,10/27/2017,4:20 p.m.,Viernes,Campero,Publico,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Adelantar invadiendo carril de sentido contrario,Carrera 46 Calle 40 A Sur,Alcala,Urbana,"(6.168563384, -75.59405811)"
2173204,10/27/2017,4:25 p.m.,Viernes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Calle 38  Sur Carrera 40,Zona Centro,Urbana,"(6.16879573, -75.58588978)"
2173204,10/27/2017,4:25 p.m.,Viernes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Calle 38  Sur Carrera 40,Zona Centro,Urbana,"(6.16879573, -75.58588978)"
2173182,10/27/2017,9:30 a.m.,Viernes,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 25  Sur Carrera 47,Zuñiga,Urbana,
2173182,10/27/2017,9:30 a.m.,Viernes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 25  Sur Carrera 47,Zuñiga,Urbana,
2173185,10/27/2017,4:30 p.m.,Viernes,Camioneta,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Carrera 48 Calle 36  Sur,Las Vegas,Urbana,"(6.173906662, -75.59187541)"
2173185,10/27/2017,4:30 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Carrera 48 Calle 36  Sur,Las Vegas,Urbana,"(6.173906662, -75.59187541)"
2173179,10/27/2017,6:50 a.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 43 A Calle 39  Sur,Zona Centro,Urbana,"(6.169011071, -75.5894849)"
2173179,10/27/2017,6:50 a.m.,Viernes,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar cerrando,Carrera 43 A Calle 39  Sur,Zona Centro,Urbana,"(6.169011071, -75.5894849)"
2173207,10/27/2017,6:50 a.m.,Viernes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 38  Sur Carrera 43 A,Zona Centro,Urbana,"(6.170537577, -75.58862514)"
2173207,10/27/2017,6:50 a.m.,Viernes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 38  Sur Carrera 43 A,Zona Centro,Urbana,"(6.170537577, -75.58862514)"
2173224,10/27/2017,6:50 a.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 26  Sur,Las Vegas,Urbana,"(6.184812544, -75.58691109)"
2173224,10/27/2017,6:50 a.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 26  Sur,Las Vegas,Urbana,"(6.184812544, -75.58691109)"
2173189,10/27/2017,4:40 p.m.,Viernes,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar en zona prohibida,Calle 39  Sur Carrera 41,Zona Centro,Urbana,"(6.167870042, -75.58744871)"
2173189,10/27/2017,4:40 p.m.,Viernes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar en zona prohibida,Calle 39  Sur Carrera 41,Zona Centro,Urbana,"(6.167870042, -75.58744871)"
2173188,10/27/2017,1:55 p.m.,Viernes,Camioneta,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No respetar pelacion de interseccion o giros,Carrera 27 Calle 27  Sur,El Esmeraldal,Urbana,"(6.172298689, -75.56780953)"
2173188,10/27/2017,1:55 p.m.,Viernes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar pelacion de interseccion o giros,Carrera 27 Calle 27  Sur,El Esmeraldal,Urbana,"(6.172298689, -75.56780953)"
2173203,10/27/2017,11:50 a.m.,Viernes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar pelacion de interseccion o giros,Calle 37  Sur Carrera 49,Las Vegas,Urbana,"(6.174789471, -75.59420424)"
2173203,10/27/2017,11:50 a.m.,Viernes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar pelacion de interseccion o giros,Calle 37  Sur Carrera 49,Las Vegas,Urbana,"(6.174789471, -75.59420424)"
